"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"AE2 Fluid Crafting","ae2fc:large_item_encoded_pattern",6902,0,"false","Encoded Pattern",""
"AE2 Fluid Crafting","ae2fc:part_dual_interface",6899,0,"false","ME Dual Interface",""
"AE2 Fluid Crafting","ae2fc:part_fluid_pattern_ex_terminal",6901,0,"false","ME Extended Processing Fluid Pattern Terminal",""
"AE2 Fluid Crafting","ae2fc:part_fluid_pattern_terminal",6900,0,"false","ME Fluid Pattern Terminal",""
"AE2 Fluid Crafting","ae2fc:ultimate_encoder",6894,0,"false","ME Ultimate Encoder",""
"AE2 Fluid Crafting","ae2fc:wireless_fluid_pattern_terminal",6903,0,"false","Wireless Fluid Pattern Terminal",""
"AE2 Stuff Unofficial","ae2stuff:grower",4096,0,"false","Crystal Growth Chamber",""
"AE2 Stuff Unofficial","ae2stuff:inscriber",4097,0,"false","Advanced Inscriber",""
"AE2 Stuff Unofficial","ae2stuff:visualiser",4100,0,"false","Network Visualisation Tool",""
"AE2 Stuff Unofficial","ae2stuff:wireless",4098,0,"false","Wireless Connector",""
"AE2 Stuff Unofficial","ae2stuff:wireless_kit",4099,0,"false","Wireless Setup Kit",""
"AE2 Unofficial Extended Life","appliedenergistics2:biometric_card",5191,0,"false","Biometric Card",""
"AE2 Unofficial Extended Life","appliedenergistics2:cable_bus",5172,0,"false","AE2 Cable and/or Bus",""
"AE2 Unofficial Extended Life","appliedenergistics2:cell_workbench",5146,0,"false","Cell Workbench",""
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_cutting_knife",5182,0,"false","Certus Quartz Cutting Knife","itemQuartzKnife"
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_wrench",5181,0,"false","Certus Quartz Wrench","itemQuartzWrench"
"AE2 Unofficial Extended Life","appliedenergistics2:charger",5134,0,"false","Charger",""
"AE2 Unofficial Extended Life","appliedenergistics2:chest",5143,0,"false","ME Chest",""
"AE2 Unofficial Extended Life","appliedenergistics2:chiseled_quartz_block",5120,0,"false","Chiseled Certus Quartz Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:chiseled_quartz_slab",5179,0,"true","Chiseled Certus Quartz Slab",""
"AE2 Unofficial Extended Life","appliedenergistics2:chiseled_quartz_stairs",5170,0,"false","Chiseled Certus Quartz Stairs",""
"AE2 Unofficial Extended Life","appliedenergistics2:condenser",5148,0,"false","Matter Condenser",""
"AE2 Unofficial Extended Life","appliedenergistics2:controller",5141,0,"false","ME Controller",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_accelerator",5156,0,"false","Crafting Co-Processing Unit",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_monitor",5161,0,"false","Crafting Monitor",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_16k",5159,0,"false","¡ìa16k¡ìr Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_1k",5157,0,"false","¡ì61k¡ìr Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_4k",5158,0,"false","¡ìe4k¡ìr Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_64k",5160,0,"false","¡ìb64k¡ìr Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_unit",5155,0,"false","Crafting Unit",""
"AE2 Unofficial Extended Life","appliedenergistics2:creative_energy_cell",5154,0,"false","Creative Energy Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:creative_storage_cell",5194,0,"false","Creative ME Storage Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,0,"true","Certus Quartz Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,0,"true","Certus Quartz Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,0,"true","Certus Quartz Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,600,"true","Nether Quartz Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,600,"true","Nether Quartz Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,600,"true","Nether Quartz Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,1200,"true","Fluix Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,1200,"true","Fluix Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:crystal_seed",5208,1200,"true","Fluix Seed",""
"AE2 Unofficial Extended Life","appliedenergistics2:dense_energy_cell",5153,0,"false","Dense Energy Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:drive",5142,0,"false","ME Drive",""
"AE2 Unofficial Extended Life","appliedenergistics2:dummy_fluid_item",5210,0,"false","Water",""
"AE2 Unofficial Extended Life","appliedenergistics2:encoded_pattern",5209,0,"false","Encoded Pattern",""
"AE2 Unofficial Extended Life","appliedenergistics2:energy_acceptor",5149,0,"false","Energy Acceptor",""
"AE2 Unofficial Extended Life","appliedenergistics2:energy_cell",5152,0,"false","Energy Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Leaves",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Trim",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Acid Hazard Sign Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Adamantium Frame Box",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Bipropellant Rocket Engine",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Breeding Blanket",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Computer Casing",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Blanket",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Blanket Base",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Casing MK I",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Coil MK I",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Coil MK II",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Coil MK III",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Coil MK IV",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Coil MK V",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Cryostat MK I",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Cryostat MK II",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Cryostat MK III",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Cryostat MK IV",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Cryostat MK V",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Divertor MK I",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Divertor MK II",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Divertor MK III",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Divertor MK IV",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Divertor MK V",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Vacuum MK I",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Vacuum MK II",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Vacuum MK III",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Vacuum MK IV",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Fusion Vacuum MK V",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Iridium Plated Machine Casing",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Machine Structure",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Monopropellant Rocket Engine",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Advanced Motor",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Agon 1",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Alloy Smelter (decoration block)",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Almandine Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aluminium Frame Box",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aluminium Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aluminum Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aluminum Coil",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aluminum Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aluminum Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Alunite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Amethyst Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Ancient Brick [INTERNAL]",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Ancient Debris",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Andradite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Angel block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Antimatter Hazard Sign Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Apatite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Aquamarine Shale",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Arsenic Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Arsenopyrite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Asbestos Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Asphalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Assembly Control Casing",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Assembly Line Casing",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Atomic Casing",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Automated Defenses Hazard Sign Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Awakened Draconium Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Awakened Draconium Frame Box",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Azur 1",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Banded Iron Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Barite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Barium Frame Box",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Barium Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Barytocalcite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt Bricks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt Cobblestone",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt Tiles",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt Windmill Tiles A",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basalt Windmill Tiles B",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5207,0,"true","Cable Facade - Basaltic Mineral Sand Ore",""
